median_assign_km,p90_assign_km,max_assign_km,sites_over_500km,edge_partition_agreement_pct,live_water_edges_g3p,live_and_cross_pfaf
554.4175275457455,894.0896165075864,1655.246947765981,2840,83.883,1554,948
