site_id,assign_km,g3p_basin
1888,849.901587725064,Columbia River
1891,806.1865580827777,St.Lawrence
1892,806.4206559518049,St.Lawrence
1893,974.6716266496137,Loire
1894,652.392886923616,St.Lawrence
1895,507.8234207554929,Loire
1896,562.9039940332951,Mississippi River
1898,551.0760993418032,Loire
1901,842.1929017932797,Mississippi River
1902,842.1727672291718,Mississippi River
1911,528.6064033173229,Rhine
1941,518.1687506723083,Loire
1943,1620.7786590649891,Mississippi River
1944,1640.4358591338191,Mississippi River
1945,1366.220670276876,Mississippi River
1946,990.8262998698352,Danube
1949,671.4009531987037,Colorado River (Pacific Ocean)
1950,659.3796359000892,Mississippi River
1951,1345.232376536862,Mississippi River
1952,692.7946908258316,Mississippi River
1953,507.08433283880885,Loire
1978,564.6783964381883,Rhine
1989,806.8676426243404,St.Lawrence
1990,799.791567614301,St.Lawrence
1991,670.4388668515393,Colorado River (Pacific Ocean)
1993,809.2995759374965,Columbia River
1997,994.5618095963123,Rhine
1998,744.0034194355786,Rhine
1999,744.0034194355786,Rhine
2000,744.0034194355786,Rhine
2004,507.8234207554929,Loire
2005,570.209218970014,Mississippi River
2008,1005.1250584845269,Loire
2009,1239.713527857,Loire
2013,747.4567404566436,Mississippi River
2014,594.8145360135832,Mississippi River
2015,594.8145360135832,Mississippi River
2016,594.8145360135832,Mississippi River
2017,594.8145360135832,Mississippi River
2020,529.576348418726,Mississippi River
2021,591.4311494846273,Mississippi River
2035,799.791567614301,St.Lawrence
2036,593.3636662213252,St.Lawrence
2039,641.7440802585443,Krishna
2042,584.8176165093635,St.Lawrence
2045,564.2696688894005,Rhine
2046,507.8234207554929,Loire
2047,651.6996958468266,Rhine
2048,636.835919306776,Rhine
2049,994.8138827108884,Rhine
2050,517.9717557503145,Loire
2051,744.0034194355786,Rhine
2052,507.8234207554929,Loire
2055,893.3902601324655,Mississippi River
2056,515.6534847218123,Loire
2057,697.5596705952653,St.Lawrence
2058,874.1812127113375,Loire
2062,674.2435759694578,Colorado River (Pacific Ocean)
2063,675.2023122843168,Colorado River (Pacific Ocean)
2064,675.3328325319482,Colorado River (Pacific Ocean)
2067,736.2101521933524,Colorado River (Pacific Ocean)
2070,850.7165898546303,Mississippi River
2072,988.0125229288183,Danube
2073,988.0125229288183,Danube
2074,974.0779624127607,Danube
2080,546.2905010195414,Danube
2081,548.8390081883377,Danube
2082,981.7037828080424,Colorado River (Pacific Ocean)
2085,550.5717311681237,Rhine
2097,548.2049370641931,Mississippi River
2098,1209.5435385759292,Mississippi River
2099,1209.5435385759292,Mississippi River
2100,1209.5435385759292,Mississippi River
2101,1209.5435385759292,Mississippi River
2102,1209.5435385759292,Mississippi River
2103,1209.5435385759292,Mississippi River
2104,590.8604964493886,Indus
2110,539.3513917458178,St.Lawrence
2112,849.3701975768821,Mississippi River
2113,694.0240709118161,Colorado River (Pacific Ocean)
2114,954.9242960477426,Columbia River
2127,512.2875167156623,St.Lawrence
2140,740.3017814965352,Neva
2141,728.866099279602,Neva
2142,565.8509447432453,Neva
2166,981.7037828080424,Colorado River (Pacific Ocean)
2179,597.4957788743686,St.Lawrence
2186,971.7508043964625,Mississippi River
2189,527.5136102475143,Neva
2201,530.2243321644509,Rhine
2210,555.2613805866931,Loire
2211,822.1496928853185,Loire
2214,1517.2806560454153,Senegal
2215,583.3042391193457,Mississippi River
2222,801.3008776345014,Nelson River
2223,1364.7547077053007,Mississippi River
2228,806.1159995246957,St.Lawrence
2246,799.791567614301,St.Lawrence
2247,674.8101451254358,Colorado River (Pacific Ocean)
2248,781.8028625719242,St.Lawrence
2253,694.0240709118161,Colorado River (Pacific Ocean)
2254,694.0240709118161,Colorado River (Pacific Ocean)
2255,711.5454867047099,Colorado River (Pacific Ocean)
2256,694.0240709118161,Colorado River (Pacific Ocean)
2257,987.9072413484964,Columbia River
2258,987.9346803876109,Colorado River (Pacific Ocean)
2261,722.1717121214987,Rhine
2275,722.1717121214987,Rhine
2276,722.1717121214987,Rhine
2277,709.5653741376175,Rhine
2278,722.1717121214987,Rhine
2281,592.900201153393,St.Lawrence
2282,592.900201153393,St.Lawrence
2290,576.3138037836421,St.Lawrence
2294,756.1246828194129,St.Lawrence
2295,594.8145360135832,Mississippi River
2296,594.8145360135832,Mississippi River
2297,672.9897683822762,Colorado River (Pacific Ocean)
2304,1026.0870907453273,Tigris & Euphrates
2308,712.4734613622212,Oder River
2310,1228.856277146266,Loire
2311,1227.771237689084,Loire
2312,1239.713527857,Loire
2314,766.8186819245674,Loire
2326,1011.4122211953544,Tigris & Euphrates
2327,507.8234207554929,Loire
2328,507.8234207554929,Loire
2329,507.8234207554929,Loire
2330,507.8234207554929,Loire
2331,507.8234207554929,Loire
2332,507.8234207554929,Loire
2333,507.8234207554929,Loire
2334,507.8234207554929,Loire
2335,507.8234207554929,Loire
2336,507.8234207554929,Loire
2337,507.8234207554929,Loire
2338,507.8234207554929,Loire
2339,507.8234207554929,Loire
2340,507.8234207554929,Loire
2341,507.8234207554929,Loire
2342,507.8234207554929,Loire
2343,507.8234207554929,Loire
2344,514.6964705653614,Loire
2345,507.8234207554929,Loire
2346,505.9397414903913,Loire
2347,507.8234207554929,Loire
2348,506.4473603334855,Loire
2349,507.8234207554929,Loire
2350,766.8186819245674,Loire
2351,507.8234207554929,Loire
2352,507.8234207554929,Loire
2353,507.8234207554929,Loire
2354,507.8234207554929,Loire
2355,507.8234207554929,Loire
2356,507.8234207554929,Loire
2357,507.8234207554929,Loire
2358,507.8234207554929,Loire
2359,507.8234207554929,Loire
2360,507.8234207554929,Loire
2361,507.8234207554929,Loire
2362,766.8186819245674,Loire
2364,507.8234207554929,Loire
2365,507.8234207554929,Loire
2366,507.8234207554929,Loire
2367,514.6964705653614,Loire
2368,514.6964705653614,Loire
2369,514.6964705653614,Loire
2370,507.8234207554929,Loire
2371,507.8234207554929,Loire
2372,507.8234207554929,Loire
2373,507.8234207554929,Loire
2374,507.8234207554929,Loire
2375,507.8234207554929,Loire
2376,507.8234207554929,Loire
2377,507.8234207554929,Loire
2378,507.8234207554929,Loire
2379,507.8234207554929,Loire
2380,507.8234207554929,Loire
2381,507.8234207554929,Loire
2382,540.5235386324706,Loire
2383,507.8234207554929,Loire
2384,507.8234207554929,Loire
2385,507.8234207554929,Loire
2386,766.8186819245674,Loire
2387,507.8234207554929,Loire
2388,507.8234207554929,Loire
2389,507.8234207554929,Loire
2391,596.6755849179069,St.Lawrence
2392,590.5276200555428,St.Lawrence
2395,593.3636662213252,St.Lawrence
2396,711.3389681312766,Colorado River (Pacific Ocean)
2397,694.0240709118161,Colorado River (Pacific Ocean)
2398,694.0240709118161,Colorado River (Pacific Ocean)
2399,694.0240709118161,Colorado River (Pacific Ocean)
2400,694.0240709118161,Colorado River (Pacific Ocean)
2401,694.0240709118161,Colorado River (Pacific Ocean)
2402,694.0240709118161,Colorado River (Pacific Ocean)
2403,694.0240709118161,Colorado River (Pacific Ocean)
2404,694.0240709118161,Colorado River (Pacific Ocean)
2405,705.5365403588113,Colorado River (Pacific Ocean)
2406,694.0240709118161,Colorado River (Pacific Ocean)
2407,694.0240709118161,Colorado River (Pacific Ocean)
2408,694.0240709118161,Colorado River (Pacific Ocean)
2409,694.0240709118161,Colorado River (Pacific Ocean)
2410,694.0240709118161,Colorado River (Pacific Ocean)
2411,694.0240709118161,Colorado River (Pacific Ocean)
2412,694.0240709118161,Colorado River (Pacific Ocean)
2413,712.9627408685595,Colorado River (Pacific Ocean)
2414,694.0240709118161,Colorado River (Pacific Ocean)
2415,694.0240709118161,Colorado River (Pacific Ocean)
2416,694.0240709118161,Colorado River (Pacific Ocean)
2417,694.0240709118161,Colorado River (Pacific Ocean)
2418,694.0240709118161,Colorado River (Pacific Ocean)
2419,694.0240709118161,Colorado River (Pacific Ocean)
2420,694.0240709118161,Colorado River (Pacific Ocean)
2422,799.791567614301,St.Lawrence
2424,568.825896364074,Mississippi River
2425,567.0110705616378,Mississippi River
2426,566.860592460469,Mississippi River
2427,566.9203209349573,Mississippi River
2428,566.9203209349573,Mississippi River
2429,1229.2511765027452,Loire
2433,769.5072694175303,Neva
2434,769.5072694175303,Neva
2443,508.6787138810422,St.Lawrence
2444,508.0573628080728,St.Lawrence
2450,507.8234207554929,Loire
2454,701.6921211487075,Mississippi River
2455,806.1159995246957,St.Lawrence
2456,710.6682497805108,Mississippi River
2457,810.9299715500406,Loire
2458,823.5140026578547,Loire
2459,823.5140026578547,Loire
2460,823.5140026578547,Loire
2461,823.5140026578547,Loire
2462,823.5140026578547,Loire
2463,823.5140026578547,Loire
2464,823.5140026578547,Loire
2465,823.5140026578547,Loire
2466,823.5140026578547,Loire
2467,823.5140026578547,Loire
2468,823.5140026578547,Loire
2469,819.8258547254047,Loire
2470,823.5140026578547,Loire
2471,823.5140026578547,Loire
2472,823.5140026578547,Loire
2473,809.4632424263478,Loire
2474,823.5140026578547,Loire
2475,823.5140026578547,Loire
2476,823.5140026578547,Loire
2477,823.5140026578547,Loire
2480,551.3189177203341,St.Lawrence
2481,974.9932620506773,Mississippi River
2482,974.9932620506773,Mississippi River
2483,517.9717557503145,Loire
2484,1643.7675512950964,Grisalva
2497,744.0034194355786,Rhine
2498,744.0034194355786,Rhine
2499,744.0034194355786,Rhine
2500,744.0034194355786,Rhine
2501,744.0034194355786,Rhine
2502,746.5816057645033,Rhine
2503,744.0034194355786,Rhine
2504,746.3299486419683,Rhine
2505,744.0034194355786,Rhine
2506,744.0034194355786,Rhine
2507,744.0034194355786,Rhine
2508,593.3636662213252,St.Lawrence
2512,744.0034194355786,Rhine
2513,744.0034194355786,Rhine
2514,744.0034194355786,Rhine
2518,713.800198290813,Colorado River (Pacific Ocean)
2525,1381.5296984417193,Mississippi River
2526,535.5683305336096,Loire
2527,535.5683305336096,Loire
2528,535.5683305336096,Loire
2529,535.5683305336096,Loire
2530,535.5683305336096,Loire
2531,535.5683305336096,Loire
2532,535.5683305336096,Loire
2540,849.901587725064,Columbia River
2547,734.4398182559084,Neva
2593,621.7366732614895,Danube
2594,1048.6617718529076,Danube
2595,769.0278621575654,Mississippi River
2596,523.915713088875,Loire
2597,806.1159995246957,St.Lawrence
2601,1643.7675512950964,Grisalva
2602,1643.7675512950964,Grisalva
2603,1643.7675512950964,Grisalva
2604,1643.7675512950964,Grisalva
2605,1643.7675512950964,Grisalva
2606,1643.7675512950964,Grisalva
2607,1643.7675512950964,Grisalva
2608,1643.7675512950964,Grisalva
2609,1643.7675512950964,Grisalva
2610,1643.7675512950964,Grisalva
2611,1643.7675512950964,Grisalva
2612,1643.7675512950964,Grisalva
2613,1643.7675512950964,Grisalva
2614,1643.7675512950964,Grisalva
2615,1643.7675512950964,Grisalva
2616,1643.7675512950964,Grisalva
2617,1643.7675512950964,Grisalva
2618,1643.7675512950964,Grisalva
2619,1643.7675512950964,Grisalva
2620,1643.7675512950964,Grisalva
2621,1643.7675512950964,Grisalva
2622,773.1869503092419,St.Lawrence
2623,512.7093132781213,Brazos River
2626,530.2243321644509,Rhine
2627,530.2243321644509,Rhine
2628,530.2243321644509,Rhine
2629,530.2243321644509,Rhine
2630,530.2243321644509,Rhine
2631,530.2243321644509,Rhine
2632,530.2243321644509,Rhine
2633,530.2243321644509,Rhine
2634,530.2243321644509,Rhine
2635,523.9835111222424,Rhine
2636,530.2243321644509,Rhine
2637,530.2243321644509,Rhine
2638,530.2243321644509,Rhine
2639,530.2243321644509,Rhine
2640,530.2243321644509,Rhine
2641,523.9835111222424,Rhine
2642,530.2243321644509,Rhine
2643,569.6764182604012,Loire
2644,576.3672317247465,Loire
2645,756.3381193610024,Mississippi River
2646,756.3381193610024,Mississippi River
2647,756.3381193610024,Mississippi River
2648,593.0467600470971,St.Lawrence
2653,883.753583262139,Mississippi River
2654,878.7587133727737,Mississippi River
2655,883.9893110296296,Mississippi River
2656,893.3902601324655,Mississippi River
2657,893.3902601324655,Mississippi River
2658,893.3902601324655,Mississippi River
2659,806.1159995246957,St.Lawrence
2660,893.3902601324655,Mississippi River
2661,893.3902601324655,Mississippi River
2662,893.3902601324655,Mississippi River
2663,887.1524890823332,Mississippi River
2664,887.1524890823332,Mississippi River
2666,530.2243321644509,Rhine
2668,666.6317972698328,Rhine
2674,717.1330798654417,Mississippi River
2720,641.7440802585443,Krishna
2721,641.7440802585443,Krishna
2722,641.7440802585443,Krishna
2723,641.7440802585443,Krishna
2724,641.7440802585443,Krishna
2725,641.7440802585443,Krishna
2726,641.7440802585443,Krishna
2727,641.7440802585443,Krishna
2728,641.7440802585443,Krishna
2729,641.7440802585443,Krishna
2730,641.7440802585443,Krishna
2731,641.7440802585443,Krishna
2732,641.7440802585443,Krishna
2733,641.7440802585443,Krishna
2734,641.7440802585443,Krishna
2735,641.7440802585443,Krishna
2736,641.7440802585443,Krishna
2737,641.7440802585443,Krishna
2738,641.7440802585443,Krishna
2739,641.7440802585443,Krishna
2740,641.7440802585443,Krishna
2741,641.7440802585443,Krishna
2768,723.1237414068098,Elbe River
2769,723.1237414068098,Elbe River
2770,745.4487645437965,Mississippi River
2774,610.6082507312267,Loire
2783,574.091130616126,Elbe River
2784,569.5911666471441,Elbe River
2788,823.5140026578547,Loire
2790,823.5140026578547,Loire
2791,822.9541392023051,Danube
2792,587.4485714926434,Rhine
2795,610.6082507312267,Loire
2805,568.8541324911721,Brazos River
2811,655.3549985983299,Ganges
2813,521.6004092569414,Krishna
2814,761.609350270138,Mississippi River
2816,641.7440802585443,Krishna
2817,641.7440802585443,Krishna
2818,778.5045771360993,Colorado River (Pacific Ocean)
2828,573.7935264229183,St.Lawrence
2839,530.2243321644509,Rhine
2840,626.8234399688289,Mississippi River
2841,507.8234207554929,Loire
2842,806.1159995246957,St.Lawrence
2847,659.3796359000892,Mississippi River
2849,869.3118073484846,Mississippi River
2850,655.3549985983299,Ganges
2851,655.3549985983299,Ganges
2852,655.3549985983299,Ganges
2853,655.3549985983299,Ganges
2854,655.3549985983299,Ganges
2855,655.3549985983299,Ganges
2856,610.6606710377993,St.Lawrence
2857,579.1358957124253,St.Lawrence
2858,603.5005085569046,St.Lawrence
2859,575.3738158041939,St.Lawrence
2860,573.7935264229183,St.Lawrence
2861,579.1862885091508,St.Lawrence
2862,698.824736248897,Brazos River
2863,674.023536687184,Brazos River
2864,593.3636662213252,St.Lawrence
2865,593.3636662213252,St.Lawrence
2866,593.3636662213252,St.Lawrence
2867,593.3636662213252,St.Lawrence
2868,593.3636662213252,St.Lawrence
2869,593.3636662213252,St.Lawrence
2870,593.3636662213252,St.Lawrence
2871,593.3636662213252,St.Lawrence
2872,593.3636662213252,St.Lawrence
2873,593.3636662213252,St.Lawrence
2874,593.3636662213252,St.Lawrence
2875,593.3636662213252,St.Lawrence
2876,593.3636662213252,St.Lawrence
2877,593.3636662213252,St.Lawrence
2878,579.1862885091508,St.Lawrence
2879,593.3636662213252,St.Lawrence
2880,593.3636662213252,St.Lawrence
2881,593.3636662213252,St.Lawrence
2882,593.3636662213252,St.Lawrence
2883,593.3636662213252,St.Lawrence
2884,593.3636662213252,St.Lawrence
2885,593.3636662213252,St.Lawrence
2886,605.2733560617932,St.Lawrence
2887,607.6096552055083,St.Lawrence
2888,585.4760028456338,St.Lawrence
2889,593.3636662213252,St.Lawrence
2890,593.3636662213252,St.Lawrence
2891,584.7775013891327,St.Lawrence
2892,593.3636662213252,St.Lawrence
2893,593.3636662213252,St.Lawrence
2894,585.6669346737933,St.Lawrence
2895,585.397921749492,St.Lawrence
2896,585.6496307853766,St.Lawrence
2897,593.3636662213252,St.Lawrence
2898,606.6168235264632,St.Lawrence
2899,593.3636662213252,St.Lawrence
2900,590.0490004541771,St.Lawrence
2901,593.3636662213252,St.Lawrence
2902,593.3636662213252,St.Lawrence
2903,554.4175275457455,St.Lawrence
2904,603.4934185056538,St.Lawrence
2905,554.4175275457455,St.Lawrence
2906,593.3636662213252,St.Lawrence
2907,976.1412834209632,Columbia River
2908,957.6961518728617,Rhine
2909,802.6346784502929,Rhine
2910,802.1135582406075,Rhine
2911,593.3636662213252,St.Lawrence
2913,584.7837447282852,Loire
2914,591.5488256994719,St.Lawrence
2919,584.7837447282852,Loire
2922,606.3626357796753,Mississippi River
2923,594.8145360135832,Mississippi River
2924,583.799309791702,Mississippi River
2925,568.4694573780741,Mississippi River
2926,881.6801800495992,Mississippi River
2928,610.6082507312267,Loire
2929,610.6082507312267,Loire
2930,999.012156672269,Tigris & Euphrates
2940,766.8186819245674,Loire
2942,655.3549985983299,Ganges
2943,629.3143012642923,Ganges
2945,1021.2782095726225,St.Lawrence
2949,730.0458038984121,Mississippi River
2952,1643.7675512950964,Grisalva
2954,596.3073927406632,Neva
2955,596.179187807528,Neva
2956,799.2702979746889,Rhine
2957,764.5877955994628,Loire
2958,601.8679210964208,Loire
2959,602.4428511260944,Loire
2970,799.791567614301,St.Lawrence
2971,601.8679210964208,Loire
2972,649.7779576604057,Mississippi River
2973,558.7126983029366,St.Lawrence
2974,558.7712132816052,St.Lawrence
2975,882.4725341637551,Elbe River
2979,503.17518761627986,Danube
2987,778.7413436444692,Mississippi River
2989,509.4539270751133,St.Lawrence
2990,550.8278344590173,Danube
2994,640.7728952836437,Mississippi River
2996,950.4416495103401,Columbia River
2997,950.4416495103401,Columbia River
2999,673.9776907696057,Colorado River (Pacific Ocean)
3000,739.6076756414164,St.Lawrence
3001,610.0675621441709,Loire
3002,512.2875167156623,St.Lawrence
3003,744.0034194355786,Rhine
3008,504.95164975052734,Brazos River
3010,594.8145360135832,Mississippi River
3013,578.3717275837882,Mississippi River
3014,582.2529629403906,Mississippi River
3016,577.326372509857,Mississippi River
3018,659.3796359000892,Mississippi River
3019,757.5567789977142,St.Lawrence
3020,512.2875167156623,St.Lawrence
3021,694.0240709118161,Colorado River (Pacific Ocean)
3022,551.9356187615052,Loire
3023,634.7428541215198,Colorado River (Pacific Ocean)
3028,670.671317710802,Colorado River (Pacific Ocean)
3029,674.3271206111497,Colorado River (Pacific Ocean)
3030,858.1219995582619,Mississippi River
3031,558.2537166343442,St.Lawrence
3032,558.2537166343442,St.Lawrence
3035,1183.8212075957065,Elbe River
3036,1366.220670276876,Mississippi River
3037,1366.220670276876,Mississippi River
3038,1366.220670276876,Mississippi River
3050,881.4818950635218,Elbe River
3051,879.3208955988638,Elbe River
3052,881.2676489061809,Elbe River
3053,882.7738148517294,Elbe River
3054,882.7738148517294,Elbe River
3055,881.6552690119415,Elbe River
3056,881.2986417908965,Elbe River
3057,879.9154806549965,Elbe River
3058,879.9154806549965,Elbe River
3059,869.876596237718,Elbe River
3060,881.461873646441,Elbe River
3061,882.7738148517294,Elbe River
3067,1643.7675512950964,Grisalva
3068,914.0155084100633,Danube
3069,1123.8543848272425,Danube
3071,948.5809949861399,Tigris & Euphrates
3117,507.8234207554929,Loire
3118,1345.232376536862,Mississippi River
3119,874.1812127113375,Loire
3121,799.791567614301,St.Lawrence
3123,806.1727326240211,Columbia River
3125,676.2165511464032,Colorado River (Pacific Ocean)
3130,849.3701975768821,Mississippi River
3132,806.1159995246957,St.Lawrence
3134,504.95164975052734,Brazos River
3136,507.8234207554929,Loire
3137,523.646142504691,Neva
3150,672.5749715313465,St.Lawrence
3151,672.5749715313465,St.Lawrence
3152,672.5749715313465,St.Lawrence
3154,672.5749715313465,St.Lawrence
3155,672.5749715313465,St.Lawrence
3156,672.5749715313465,St.Lawrence
3157,672.5749715313465,St.Lawrence
3158,672.5749715313465,St.Lawrence
3159,592.900201153393,St.Lawrence
3160,672.5749715313465,St.Lawrence
3161,512.2875167156623,St.Lawrence
3184,516.9175514091687,Loire
3186,606.6168235264632,St.Lawrence
3187,606.6168235264632,St.Lawrence
3188,806.1159995246957,St.Lawrence
3189,738.5839420938065,St.Lawrence
3190,738.5839420938065,St.Lawrence
3191,738.5839420938065,St.Lawrence
3192,738.5839420938065,St.Lawrence
3193,738.5839420938065,St.Lawrence
3194,738.5839420938065,St.Lawrence
3195,738.5839420938065,St.Lawrence
3204,509.3657228501991,Loire
3206,778.7413436444692,Mississippi River
3213,577.132614201961,Danube
3219,976.34241784336,Loire
3229,1001.4452295709443,Loire
3230,996.3510172563939,Loire
3233,1052.4475923374775,Loire
3236,1228.3816268475846,Loire
3241,610.6082507312267,Loire
3246,531.921704777646,Colorado River (Pacific Ocean)
3247,796.6517744607081,Rhine
3252,627.3898543451537,St.Lawrence
3254,659.3796359000892,Mississippi River
3256,874.1812127113375,Loire
3257,879.6293066042658,Loire
3258,874.1812127113375,Loire
3259,554.8262695520408,Danube
3261,821.4811926176002,Danube
3265,734.0866941782187,St.Lawrence
3266,627.6664776220229,Mississippi River
3267,521.6004092569414,Krishna
3268,521.6004092569414,Krishna
3269,521.6004092569414,Krishna
3270,521.6004092569414,Krishna
3271,521.6004092569414,Krishna
3272,521.6004092569414,Krishna
3273,521.6004092569414,Krishna
3274,521.6004092569414,Krishna
3278,694.0240709118161,Colorado River (Pacific Ocean)
3281,507.8234207554929,Loire
3286,672.5749715313465,St.Lawrence
3289,981.7037828080424,Colorado River (Pacific Ocean)
3290,500.0168620201342,Brazos River
3293,1176.5401858436421,St.Lawrence
3294,1643.7675512950964,Grisalva
3295,1176.5401858436421,St.Lawrence
3296,1167.5505626971485,St.Lawrence
3297,1181.3802088798432,St.Lawrence
3298,1165.2282764823344,St.Lawrence
3300,503.1137181103504,Elbe River
3301,672.5749715313465,St.Lawrence
3302,512.2875167156623,St.Lawrence
3303,515.6534847218123,Loire
3304,515.6534847218123,Loire
3305,515.6534847218123,Loire
3306,515.6534847218123,Loire
3307,515.6534847218123,Loire
3308,515.6534847218123,Loire
3317,507.8234207554929,Loire
3318,983.5984712051402,Columbia River
3321,802.4196771124813,Rhine
3323,641.7440802585443,Krishna
3324,630.7379857847816,Godavari
3325,641.7440802585443,Krishna
3326,641.7440802585443,Krishna
3329,851.7712136291593,Elbe River
3333,807.6599050624378,St.Lawrence
3334,806.7711973776975,St.Lawrence
3335,807.385062586179,St.Lawrence
3336,807.5634594478971,St.Lawrence
3337,807.385062586179,St.Lawrence
3338,807.385062586179,St.Lawrence
3339,807.385062586179,St.Lawrence
3340,649.486143553854,Loire
3341,545.9696931116587,St.Lawrence
3345,938.2239219342304,Columbia River
3346,964.480987521787,St.Lawrence
3352,593.3636662213252,St.Lawrence
3353,524.3867869937607,Neva
3354,519.821505883154,Neva
3355,523.6340676908676,Neva
3356,523.646142504691,Neva
3357,519.6890842210845,Neva
3358,518.8740604809516,Neva
3359,524.3253783703963,Neva
3360,525.212579934054,Neva
3385,888.5755572002226,Elbe River
3392,1016.145099662926,Mississippi River
3393,537.7239122940489,St.Lawrence
3394,677.6684567384849,Colorado River (Pacific Ocean)
3395,671.4009531987037,Colorado River (Pacific Ocean)
3397,821.4811926176002,Danube
3398,821.4811926176002,Danube
3399,827.8609548949064,Danube
3400,821.4811926176002,Danube
3401,828.7642374441576,Danube
3402,829.0251759846785,Danube
3421,722.6135888739465,Columbia River
3428,548.8390081883377,Danube
3433,849.901587725064,Columbia River
3434,849.901587725064,Columbia River
3435,849.901587725064,Columbia River
3436,849.901587725064,Columbia River
3437,849.901587725064,Columbia River
3438,1345.232376536862,Mississippi River
3444,531.9355943358377,Colorado River (Pacific Ocean)
3445,538.9255904634925,Colorado River (Pacific Ocean)
3465,665.8409291193001,Colorado River (Pacific Ocean)
3466,672.9897683822762,Colorado River (Pacific Ocean)
3467,672.9897683822762,Colorado River (Pacific Ocean)
3468,672.9897683822762,Colorado River (Pacific Ocean)
3469,672.9897683822762,Colorado River (Pacific Ocean)
3470,672.9897683822762,Colorado River (Pacific Ocean)
3471,672.9897683822762,Colorado River (Pacific Ocean)
3472,672.9897683822762,Colorado River (Pacific Ocean)
3473,672.9897683822762,Colorado River (Pacific Ocean)
3474,672.9897683822762,Colorado River (Pacific Ocean)
3475,672.9897683822762,Colorado River (Pacific Ocean)
3476,672.9897683822762,Colorado River (Pacific Ocean)
3477,672.9897683822762,Colorado River (Pacific Ocean)
3478,956.1256099023905,Columbia River
3479,957.1400666700274,Columbia River
3480,957.1400666700274,Columbia River
3481,987.9346803876109,Colorado River (Pacific Ocean)
3482,957.1400666700274,Columbia River
3483,954.4215612594595,Columbia River
3484,1124.7924252738578,Danube
3485,981.7037828080424,Colorado River (Pacific Ocean)
3486,981.7037828080424,Colorado River (Pacific Ocean)
3487,981.7037828080424,Colorado River (Pacific Ocean)
3488,981.7037828080424,Colorado River (Pacific Ocean)
3489,981.7037828080424,Colorado River (Pacific Ocean)
3490,981.7037828080424,Colorado River (Pacific Ocean)
3491,981.7037828080424,Colorado River (Pacific Ocean)
3492,981.7037828080424,Colorado River (Pacific Ocean)
3493,981.7037828080424,Colorado River (Pacific Ocean)
3494,849.901587725064,Columbia River
3496,947.4933063732592,Columbia River
3500,674.9856770842792,Colorado River (Pacific Ocean)
3501,809.8811639772526,Colorado River (Pacific Ocean)
3502,987.9346803876109,Colorado River (Pacific Ocean)
3503,987.9346803876109,Colorado River (Pacific Ocean)
3504,987.9346803876109,Colorado River (Pacific Ocean)
3505,987.9346803876109,Colorado River (Pacific Ocean)
3506,987.9346803876109,Colorado River (Pacific Ocean)
3507,987.9346803876109,Colorado River (Pacific Ocean)
3508,987.9346803876109,Colorado River (Pacific Ocean)
3509,976.1412834209632,Columbia River
3510,987.9346803876109,Colorado River (Pacific Ocean)
3511,987.9346803876109,Colorado River (Pacific Ocean)
3512,987.9346803876109,Colorado River (Pacific Ocean)
3513,987.9346803876109,Colorado River (Pacific Ocean)
3514,987.9346803876109,Colorado River (Pacific Ocean)
3515,987.9346803876109,Colorado River (Pacific Ocean)
3516,987.9346803876109,Colorado River (Pacific Ocean)
3517,987.9346803876109,Colorado River (Pacific Ocean)
3518,987.9346803876109,Colorado River (Pacific Ocean)
3519,1477.5676838282072,Senegal
3520,822.9541392023051,Danube
3542,593.3636662213252,St.Lawrence
3544,586.9665259947479,Mississippi River
3545,642.9493592117194,Rhine
3546,654.3566502164554,Mississippi River
3547,849.901587725064,Columbia River
3549,657.394611913377,Mississippi River
3554,585.3010958506965,Mississippi River
3574,584.5970223957016,St.Lawrence
3575,585.6669346737933,St.Lawrence
3576,585.0496896828762,St.Lawrence
3577,523.9301107781719,St.Lawrence
3578,1246.4461031536043,Loire
3579,526.5118956868171,Loire
3582,874.1812127113375,Loire
3583,659.3796359000892,Mississippi River
3585,783.3474481473852,Mississippi River
3591,766.6184127525113,St.Lawrence
3592,1257.0552316391027,Loire
3593,728.866099279602,Neva
3617,587.4174386604549,Mississippi River
3621,683.2794481502998,Rhine
3626,637.8417228566159,Elbe River
3627,1123.8543848272425,Danube
3629,738.5839420938065,St.Lawrence
3632,981.7037828080424,Colorado River (Pacific Ocean)
3633,981.7037828080424,Colorado River (Pacific Ocean)
3634,981.7037828080424,Colorado River (Pacific Ocean)
3635,981.7037828080424,Colorado River (Pacific Ocean)
3636,981.7037828080424,Colorado River (Pacific Ocean)
3637,981.7037828080424,Colorado River (Pacific Ocean)
3638,987.9346803876109,Colorado River (Pacific Ocean)
3639,987.9346803876109,Colorado River (Pacific Ocean)
3640,987.9346803876109,Colorado River (Pacific Ocean)
3641,987.9346803876109,Colorado River (Pacific Ocean)
3642,985.0746062887875,Colorado River (Pacific Ocean)
3643,987.9346803876109,Colorado River (Pacific Ocean)
3644,981.7037828080424,Colorado River (Pacific Ocean)
3645,987.9346803876109,Colorado River (Pacific Ocean)
3646,992.1071588468754,Columbia River
3647,987.9346803876109,Colorado River (Pacific Ocean)
3648,981.7037828080424,Colorado River (Pacific Ocean)
3649,987.9346803876109,Colorado River (Pacific Ocean)
3650,992.1071588468754,Columbia River
3651,987.9346803876109,Colorado River (Pacific Ocean)
