site_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,site_attention_received
243,-0.2912122,-0.5587826,-0.75856715,0.7171777,0.107294,-0.7956256,-1.1200194,-0.32150584,0.06666667
245,-1.2713457,0.6776236,0.8785101,-0.27280837,-0.4869051,3.1158783,0.95376045,-1.996817,0.07692309
246,-0.3971197,-0.48706502,0.25329134,1.0752944,-0.21219908,0.04507619,-0.5381385,-0.4832261,0.0909091
247,-0.6768668,0.08384241,0.58001345,0.5520308,1.068322,1.0369205,-0.80325544,0.27033845,0.025000006
248,0.77058524,-0.6405835,0.009697206,0.46417558,-1.4073247,-1.3266745,0.4926069,-0.38799366,0.02
249,-0.16225143,-0.22606307,0.5207995,0.81099993,0.884302,-0.019610465,-0.92483044,0.7932768,0.049999993
250,-0.39393514,-0.17964093,0.8508528,0.9379865,0.5969916,0.5723392,-0.65441686,0.31788206,0.06666668
251,-1.2316952,0.53651196,1.137971,0.038555216,-0.6625782,3.0603204,0.981155,-2.01377,0.035714287
253,0.27512357,-0.08071053,-2.0348144,-0.78281116,1.062742,-1.7371294,-1.1312084,0.6478977,0.03999999
255,-0.6738964,0.087726966,0.5701036,0.54020107,1.0712883,1.0325434,-0.801253,0.27312467,0.02325582
256,0.4260015,-0.061468124,0.19091181,0.14399654,1.0154649,-0.6944748,-0.67926204,1.4303782,0.07692307
257,-0.08185749,-0.67042285,0.4546976,1.2106085,-0.9243429,-0.29196614,-0.10241233,-0.6965836,0.0101010045
260,-0.66614974,0.101401486,0.5365686,0.50030893,1.0832424,1.0210685,-0.79631454,0.28140604,0.1
261,1.2765054,-0.4101718,-0.0087767765,0.09599892,0.011160642,-1.9917808,-0.1722539,1.3867103,0.017857147
262,0.7092003,1.1631773,0.050132554,-1.867785,2.1613548,0.27025288,0.034008615,2.369677,0.09090908
263,-0.26171356,-0.45910588,-1.4516273,-0.15524738,-2.3122375,-0.23071809,0.917739,-2.862563,0.11111111
267,-0.082589805,-0.67168415,0.4576723,1.2144531,-0.92525244,-0.29106563,-0.102732345,-0.69695747,0.0625
268,0.65096897,0.10732302,-1.1260136,-0.9457503,0.3193975,-1.2277422,-0.08161963,0.5587841,0.016949154
269,0.71977156,-0.0064025633,-0.92867815,-0.72717464,0.18470386,-1.3244697,-0.0897201,0.59607697,0.058823537
270,-0.05252333,-0.6796486,0.48500186,1.2798625,-0.6435711,-0.40707397,-0.31508654,-0.38206014,0.11111111
