site_id,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,site_attention_received
230,0.4853969,-0.13947858,0.38193256,0.0429603,-0.06446895,0.11800114,-0.02814176,0.47687346,0.083333336
231,0.4299438,0.14583722,0.2328044,-0.31005642,0.5960324,-0.42268133,0.010607079,0.24283801,0.045454547
232,0.4270371,-0.2715778,-0.07528885,-0.14086196,0.09631686,-0.14733271,-0.26288688,-0.077536255,0.06666668
234,0.22117046,0.2985939,-0.16932775,-0.55798995,0.25624233,0.32224855,0.231889,0.04684889,0.07142858
235,0.8273967,-0.0876371,-0.15053378,-0.58278406,0.113858916,-0.32034376,0.104655206,0.16206665,0.09090909
236,-0.25017765,-0.260106,0.12721997,0.43402326,0.13046996,0.21429244,-0.43023753,-0.5660309,0.125
237,0.35434422,-0.052760866,0.07523935,-0.019350968,-0.0864795,0.064416625,0.2131368,-0.18732463,0.071428575
238,-0.32204646,0.3072954,0.036113665,-0.4007353,0.7043481,0.6365433,-0.38958472,0.12186903,0.05882353
239,0.46088317,-0.18873172,0.24275225,0.23107311,-0.12973349,-0.31190813,0.20004101,-0.2113495,0.071428575
240,-0.37406084,0.21587427,0.23436832,-0.08379742,0.65339434,0.51126796,-0.38641357,-0.0056966133,0.062499996
241,0.28654104,-0.16018099,0.1016069,0.25043333,-0.25382638,0.036504716,0.16338627,-0.32025728,0.071428575
242,-0.2276597,0.24450871,0.15060437,0.07078413,-0.103912875,0.94644743,0.13954763,0.12227175,0.1
243,-0.25008845,-0.34966072,0.0069521815,0.13189973,0.42300892,0.28631184,-0.9486042,-0.35469714,0.07142858
245,-0.4709208,0.36557868,0.08559652,-0.14393026,0.47523975,0.7922542,-0.06847617,-0.24751942,0.055555563
246,0.039726928,-0.41916943,-0.31299025,-0.014907382,0.025883809,0.2902224,-0.69217765,-0.36845508,0.06666666
247,-0.14331266,-0.057415925,0.2710355,0.23891494,0.18872863,0.3616827,-0.3480327,0.06217275,0.071428575
248,0.33213958,0.08315194,0.57186806,0.027780332,0.24309705,0.039973304,0.13376723,0.41739023,0.052631572
249,-0.07589284,0.06531563,0.5309936,0.2585227,0.37349892,0.15310135,-0.18793254,0.22974977,0.07142858
250,-0.14128497,-0.056205347,0.21548894,0.06604077,0.17533733,0.63930786,-0.41845167,0.18266933,0.062499996
251,-0.4157007,0.28181052,0.19524011,0.070132956,0.24339485,0.7052303,0.0963044,-0.43528306,0.06666666
253,0.70282507,-0.0076911096,0.17343426,-0.435376,0.35899925,-0.3689974,0.027799383,0.39867255,0.05882353
255,-0.3548741,-0.034940053,0.09005019,0.02229435,0.20311888,0.88676566,-0.5232731,-0.06635858,0.05263158
256,0.09081953,0.24228714,0.12800713,-0.24644536,0.55947703,-0.0766467,0.020711169,-0.031955313,0.071428575
257,0.5104085,-0.12581232,0.5261018,0.18755996,-0.060734376,-0.10942581,0.12382841,0.31011343,0.07692309
260,-0.12664002,0.17074412,0.14369985,0.00720682,0.34075013,0.27144918,-0.08578319,-0.06411764,0.058823526
261,0.37060097,-0.20084529,0.5417964,0.22837183,0.12535784,-0.18543893,0.029964566,-0.12577565,0.11111113
262,0.12203363,0.07734148,0.1070306,-0.08750302,0.16104697,0.25495818,-2.5965273e-05,0.0038351268,0.05882353
263,0.0061581135,0.183631,-0.41750002,-0.023653477,-0.31386387,0.30335534,0.5245462,-0.9727321,0.16666667
267,0.53851753,-0.040283475,0.46018535,-0.042696096,0.17951012,-0.18177542,0.03002651,0.56641746,0.071428575
268,0.5623858,-0.015141884,0.1584669,-0.15002403,0.26171502,-0.5279161,0.19260184,-0.08298069,0.058823526
269,0.826006,0.10664068,-0.4930508,-0.7017513,-0.30289865,-0.045973673,0.6533909,-0.21321665,0.07692308
270,0.4078081,-0.1503301,0.42805582,0.12686649,-0.15833302,0.27853626,0.03539318,0.2938794,0.09090909
