region_id,resource,fold,train_end,n_train,rmse,mape
AUT,electricity,0,2018-12-01,48,488.542711498436,6.835150630741503
AUT,electricity,1,2019-12-01,60,338.0778596624919,5.2632041336651225
AUT,electricity,2,2020-12-01,72,491.6800814516244,8.609014586284635
AUT,electricity,3,2021-12-01,84,472.30371916234344,7.952710273868114
AUT,electricity,4,2022-12-01,96,531.3873236461224,7.6163318590353954
AUT,electricity,5,2023-12-01,108,975.5853443306991,13.949053736320804
AUT,electricity,6,2024-12-01,120,474.42470874185585,7.53692402591539
BEL,electricity,0,2018-12-01,48,964.5828068557182,10.882301524692583
BEL,electricity,1,2019-12-01,60,571.3219525235725,6.597928561527436
BEL,electricity,2,2020-12-01,72,1248.363707829768,14.07223135050543
BEL,electricity,3,2021-12-01,84,694.5226689930233,7.165951985918503
BEL,electricity,4,2022-12-01,96,998.9142820547343,14.245114280709375
BEL,electricity,5,2023-12-01,108,1158.8954301250267,18.324602446358597
BEL,electricity,6,2024-12-01,120,961.2034033542309,15.983236838427887
BGR,electricity,0,2018-12-01,48,381.5613565207967,8.692887617618183
BGR,electricity,1,2019-12-01,60,577.0506203297774,14.457162596637643
BGR,electricity,2,2020-12-01,72,541.436024680568,10.111999812850724
BGR,electricity,3,2021-12-01,84,736.137316549911,13.427332957336802
BGR,electricity,4,2022-12-01,96,690.6470635948261,19.925761486105817
BGR,electricity,5,2023-12-01,108,733.2374350980175,22.540919578810996
BGR,electricity,6,2024-12-01,120,374.9458014748327,9.73909340126154
BIH,electricity,0,2022-12-01,48,136.04888343482457,10.420154968833577
BIH,electricity,1,2023-12-01,60,217.51145567020222,20.60586861471501
BIH,electricity,2,2024-12-01,72,314.5098443587943,32.145037292230896
CHE,electricity,0,2020-12-01,48,842.3118438196535,14.107218594239566
CHE,electricity,1,2021-12-01,60,597.5716633468625,10.158004069923887
CHE,electricity,2,2022-12-01,72,747.2171978784341,9.286056528749194
CHE,electricity,3,2023-12-01,84,1410.4849866967916,13.305558015865143
CHE,electricity,4,2024-12-01,96,710.6252474888481,10.865884131903602
CYP,electricity,0,2020-12-01,48,89.197205742777,12.149242111403751
CYP,electricity,1,2021-12-01,60,49.65100119813342,7.4843425503111085
CYP,electricity,2,2022-12-01,72,40.56692934963869,5.085429097289149
CYP,electricity,3,2023-12-01,84,81.81208979023576,9.093874108226057
CYP,electricity,4,2024-12-01,96,109.17640378681024,12.110450597428102
CZE,electricity,0,2018-12-01,48,665.0587475264091,8.606691393804512
CZE,electricity,1,2019-12-01,60,777.0735322442492,11.112014433849378
CZE,electricity,2,2020-12-01,72,401.793036677885,5.328552548117957
CZE,electricity,3,2021-12-01,84,537.3872384135834,6.522286081613794
CZE,electricity,4,2022-12-01,96,628.0260849789686,9.934802936354222
CZE,electricity,5,2023-12-01,108,1092.2617668616326,15.49055538736312
CZE,electricity,6,2024-12-01,120,537.3656860304318,8.097608118264992
DEU,electricity,0,2018-12-01,48,3244.871091264957,6.223559602291781
DEU,electricity,1,2019-12-01,60,6152.020558906287,12.153630406392752
DEU,electricity,2,2020-12-01,72,4168.523764955906,7.860963612567402
DEU,electricity,3,2021-12-01,84,4587.866474981685,9.425313885791423
DEU,electricity,4,2022-12-01,96,6142.818718551988,14.290738842756548
DEU,electricity,5,2023-12-01,108,5826.843306521762,13.699009868502532
DEU,electricity,6,2024-12-01,120,3333.1594496920643,7.042779076438236
DNK,electricity,0,2018-12-01,48,304.04773399870163,11.49493433697024
DNK,electricity,1,2019-12-01,60,271.06218146980336,11.096619399787977
DNK,electricity,2,2020-12-01,72,393.9407009563324,12.39799384135814
DNK,electricity,3,2021-12-01,84,414.02361700107053,11.489117975181701
DNK,electricity,4,2022-12-01,96,249.24041587260146,8.031274364562746
DNK,electricity,5,2023-12-01,108,249.08592322258522,6.36882132202118
DNK,electricity,6,2024-12-01,120,344.4894215023716,9.296004731982299
ESP,electricity,0,2018-12-01,48,1341.513997099069,5.3380278364669875
ESP,electricity,1,2019-12-01,60,1987.9584627199458,8.77109541810435
ESP,electricity,2,2020-12-01,72,1422.7876693986666,5.6019806851639675
ESP,electricity,3,2021-12-01,84,2081.8098999423955,6.685640869502725
ESP,electricity,4,2022-12-01,96,1143.5049097173624,4.818080990832977
ESP,electricity,5,2023-12-01,108,1079.6867346166734,3.747845776065749
ESP,electricity,6,2024-12-01,120,1528.4731813787523,5.507035993313089
EST,electricity,0,2018-12-01,48,415.9152218199869,99.0491718068581
EST,electricity,1,2019-12-01,60,279.00758869002146,78.68755143635767
EST,electricity,2,2020-12-01,72,154.33060566467358,21.891383432385243
EST,electricity,3,2021-12-01,84,149.00663968103873,23.6777963149822
EST,electricity,4,2022-12-01,96,238.30489384313805,63.37925573908802
EST,electricity,5,2023-12-01,108,66.59438521034615,14.8200339789245
EST,electricity,6,2024-12-01,120,87.48512225494373,22.019159994611545
FIN,electricity,0,2020-12-01,48,446.94159113368755,5.133203273554391
FIN,electricity,1,2021-12-01,60,507.8064230529544,7.75140547334368
FIN,electricity,2,2022-12-01,72,977.5032605677794,13.826789685413216
FIN,electricity,3,2023-12-01,84,817.7165366235073,8.877067549883431
FIN,electricity,4,2024-12-01,96,605.6257121956941,7.598611521888962
FRA,electricity,0,2018-12-01,48,5235.7855661872345,10.445082967390583
FRA,electricity,1,2019-12-01,60,4131.203140950115,9.254723282488003
FRA,electricity,2,2020-12-01,72,3018.7569662708074,5.5516562421807745
FRA,electricity,3,2021-12-01,84,7424.43299413147,21.251538750753898
FRA,electricity,4,2022-12-01,96,4561.584297610221,10.803680080487643
FRA,electricity,5,2023-12-01,108,4553.64421299968,7.64846780391613
FRA,electricity,6,2024-12-01,120,3424.5477195387803,6.464838816432421
GBR,electricity,0,2018-12-01,48,2010.5172151230367,6.487464840028634
GBR,electricity,1,2019-12-01,60,1930.0802606302075,7.437344374579132
GBR,electricity,2,2020-12-01,72,1315.9008034354995,5.56361836162717
GBR,electricity,3,2021-12-01,84,1370.87993701288,5.543567846214459
GBR,electricity,4,2022-12-01,96,2339.5657304565307,11.187841539050407
GBR,electricity,5,2023-12-01,108,2117.9729020681057,9.961306832491925
GBR,electricity,6,2024-12-01,120,1405.75135695004,5.925974268045051
GRC,electricity,0,2018-12-01,48,597.8689387717003,16.197742797848235
GRC,electricity,1,2019-12-01,60,552.6982950472764,15.750243068129016
GRC,electricity,2,2020-12-01,72,619.6690578373998,11.35793179468703
GRC,electricity,3,2021-12-01,84,791.5082587129848,18.53921927342058
GRC,electricity,4,2022-12-01,96,639.4265965813348,17.741980204869908
GRC,electricity,5,2023-12-01,108,896.0629776516059,13.61195896102706
GRC,electricity,6,2024-12-01,120,885.5540250594814,16.423343546029137
HRV,electricity,0,2022-11-01,48,260.3632738162428,16.530660617864925
HRV,electricity,1,2023-11-01,60,164.0549340259261,11.46776705308316
HRV,electricity,2,2024-11-01,72,175.333591956603,14.300471622517843
HUN,electricity,0,2018-12-01,48,329.7676816224266,9.745445880145231
HUN,electricity,1,2019-12-01,60,257.5337678460828,7.751638890097501
HUN,electricity,2,2020-12-01,72,290.4933370089583,8.973141397681744
HUN,electricity,3,2021-12-01,84,233.52196142035024,7.027087578653966
HUN,electricity,4,2022-12-01,96,203.64558031008076,6.419026665003696
HUN,electricity,5,2023-12-01,108,289.857260459285,8.254292501333614
HUN,electricity,6,2024-12-01,120,359.53889422013964,9.806092526170644
IND|delhi,electricity,0,2022-12-01,48,156.57170495036186,53.868885910730754
IND|delhi,electricity,1,2023-12-01,60,214.6625629377797,64.9250279363699
IND|gujarat,electricity,0,2022-12-01,48,2829.441579943859,21.521937072302595
IND|gujarat,electricity,1,2023-12-01,60,5237.210336703901,33.7713265769918
IND|karnataka,electricity,0,2022-12-01,48,1290.474868087528,15.801998935157666
IND|karnataka,electricity,1,2023-12-01,60,771.6791983983913,6.626238090267235
IND|kerala,electricity,0,2022-12-01,48,339.6626765076537,55.94980063287045
IND|kerala,electricity,1,2023-12-01,60,202.06417062957394,18.470076293122503
IND|maharashtra,electricity,0,2022-12-01,48,1840.757266688831,12.417429471560796
IND|maharashtra,electricity,1,2023-12-01,60,1525.5674454113002,8.132171841427782
IND|odisha,electricity,0,2022-12-01,48,642.5661684583682,8.855140304439024
IND|odisha,electricity,1,2023-12-01,60,381.9149138320419,4.294697687644717
IND|rajasthan,electricity,0,2022-12-01,48,1040.4971303870734,8.995064314068252
IND|rajasthan,electricity,1,2023-12-01,60,1453.413011387392,11.7263236379466
IND|tamil nadu,electricity,0,2022-12-01,48,1803.278561615305,13.640631868374939
IND|tamil nadu,electricity,1,2023-12-01,60,1232.0710684806525,9.217454794594488
IND|telangana,electricity,0,2022-12-01,48,420.9362671511972,6.492396048513695
IND|telangana,electricity,1,2023-12-01,60,853.8322420133613,11.895026289088097
IND|uttar pradesh,electricity,0,2022-12-01,48,1202.1367400375664,7.176149687091121
IND|uttar pradesh,electricity,1,2023-12-01,60,1394.4660786877205,7.781510786133795
IND|west bengal,electricity,0,2022-12-01,48,519.3016244544775,5.052765999018016
IND|west bengal,electricity,1,2023-12-01,60,383.21527814215335,3.9038444069357725
IRL,electricity,0,2013-12-01,48,164.57541615578552,7.373777146948661
IRL,electricity,1,2014-12-01,60,180.87201078905912,7.497184275078372
IRL,electricity,2,2015-12-01,72,236.8527877494986,9.706075897683968
IRL,electricity,3,2016-12-01,84,154.91184603971706,5.969315254249506
IRL,electricity,4,2017-12-01,96,134.00051851734324,5.020162994697578
IRL,electricity,5,2018-12-01,108,157.2902874113723,5.5101627233381825
IRL,electricity,6,2019-12-01,120,172.70683888833932,5.579097248292789
IRL,electricity,7,2020-12-01,132,211.88282306996086,7.51521122456902
IRL,electricity,8,2021-12-01,144,209.0573235727324,7.371292963302188
IRL,electricity,9,2022-12-01,156,216.34346849940667,8.298653122404536
IRL,electricity,10,2023-12-01,168,185.00723021112006,6.614343722630253
IRL,electricity,11,2024-12-01,180,96.04412296092708,3.238827568643547
ITA,electricity,0,2019-12-01,48,2311.5148765776266,9.266728208018106
ITA,electricity,1,2020-12-01,60,1673.7498942391637,6.498210382334657
ITA,electricity,2,2021-12-01,72,1812.967309415032,7.337209580414922
ITA,electricity,3,2022-12-01,84,2578.813902957649,11.747869743716937
ITA,electricity,4,2023-12-01,96,2207.897267017201,9.238518664887476
ITA,electricity,5,2024-12-01,108,1090.0579980536431,3.896502706130173
LTU,electricity,0,2018-12-01,48,47.54509840387977,15.552774811464584
LTU,electricity,1,2019-12-01,60,105.98757543666113,28.49405958375984
LTU,electricity,2,2020-12-01,72,35.336949551183146,7.907653868839574
LTU,electricity,3,2021-12-01,84,46.57208413089597,14.085540552868073
LTU,electricity,4,2022-12-01,96,164.66045653281927,32.618921897300474
LTU,electricity,5,2023-12-01,108,284.28199959573664,43.14382232149009
LTU,electricity,6,2024-12-01,120,134.95045517991906,14.481725999864889
LUX,electricity,0,2021-12-01,48,14.501229882081077,11.607719286523684
LUX,electricity,1,2022-12-01,60,14.474084336905541,13.40462790391784
LUX,electricity,2,2023-12-01,72,17.261053410925115,13.346274310741748
LUX,electricity,3,2024-12-01,84,21.340414151376784,15.186194357364938
LVA,electricity,0,2018-12-01,48,99.15481845432178,17.09764919117483
LVA,electricity,1,2019-12-01,60,154.87836175045825,36.95599295100906
LVA,electricity,2,2020-12-01,72,185.5875563762006,53.96084257780432
LVA,electricity,3,2021-12-01,84,211.2642311929064,72.19460973937724
LVA,electricity,4,2022-12-01,96,279.5228632742572,79.04937733626821
LVA,electricity,5,2023-12-01,108,153.8712287882954,32.017757645023146
LVA,electricity,6,2024-12-01,120,153.37754745489175,29.4615746451367
MKD,electricity,0,2020-12-01,48,93.94058563057895,16.396460544001474
MKD,electricity,1,2021-12-01,60,79.14051271808391,11.2972956182457
MKD,electricity,2,2022-12-01,72,137.4191076934867,15.706634794074601
MKD,electricity,3,2023-12-01,84,79.16069832875492,12.996509494401517
MLT,electricity,0,2022-12-01,48,47.811126504224674,13.833129440315842
MLT,electricity,1,2023-12-01,60,29.269523326425773,8.68070882136439
MLT,electricity,2,2024-12-01,72,30.244534461787314,8.076797480428628
NLD,electricity,0,2018-12-01,48,1109.2988021201668,9.39389730519858
NLD,electricity,1,2019-12-01,60,931.1892576162502,7.907125571980867
NLD,electricity,2,2020-12-01,72,1371.4575454875414,10.523390255635375
NLD,electricity,3,2021-12-01,84,773.3696660919858,6.299192202889843
NLD,electricity,4,2022-12-01,96,499.7908001941514,3.8101864825673992
NLD,electricity,5,2023-12-01,108,884.319496223476,5.786317784521227
NLD,electricity,6,2024-12-01,120,1535.6378331444812,12.56678096339718
NOR,electricity,0,2018-12-01,48,1470.8335915273676,10.672955459205873
NOR,electricity,1,2019-12-01,60,1345.1094562887736,8.305861864821162
NOR,electricity,2,2020-12-01,72,1100.2497380291109,7.488661682367666
NOR,electricity,3,2021-12-01,84,1068.2203654209789,8.331121877871501
NOR,electricity,4,2022-12-01,96,946.4306249585231,6.42594196930589
NOR,electricity,5,2023-12-01,108,592.4985628817377,3.7807997417819332
NOR,electricity,6,2024-12-01,120,1007.2907063385503,5.069594763175786
POL,electricity,0,2018-12-01,48,883.6863859840205,6.108828657019327
POL,electricity,1,2019-12-01,60,991.8788586979141,7.298598503443456
POL,electricity,2,2020-12-01,72,1361.481521038608,9.421055313334687
POL,electricity,3,2021-12-01,84,1207.4186025230833,6.69037457577641
POL,electricity,4,2022-12-01,96,1092.7483545058765,7.887086904953858
POL,electricity,5,2023-12-01,108,729.7451926080327,4.793726353752817
POL,electricity,6,2024-12-01,120,753.3102847273713,4.154445295646368
PRT,electricity,0,2018-12-01,48,734.1879635856035,18.45509888702519
PRT,electricity,1,2019-12-01,60,761.3343694388636,17.716817773616018
PRT,electricity,2,2020-12-01,72,728.9029202489401,19.031628146999
PRT,electricity,3,2021-12-01,84,769.4100166015537,21.49037181445955
PRT,electricity,4,2022-12-01,96,677.5554960348516,18.945058395988426
PRT,electricity,5,2023-12-01,108,645.6804815554931,14.02728977214884
PRT,electricity,6,2024-12-01,120,392.0754410479507,8.431911868692215
ROU,electricity,0,2018-12-01,48,552.2040182239214,9.645165646029309
ROU,electricity,1,2019-12-01,60,749.4726148732248,14.848553524039012
ROU,electricity,2,2020-12-01,72,417.3872773716105,7.1665639986798855
ROU,electricity,3,2021-12-01,84,535.4285386980662,10.98784125679088
ROU,electricity,4,2022-12-01,96,396.8161479210192,6.463620644848081
ROU,electricity,5,2023-12-01,108,525.7754364407401,11.124465274617949
ROU,electricity,6,2024-12-01,120,689.206222483056,14.994217343034475
SRB,electricity,0,2020-12-01,48,380.6864819795692,10.455772089753156
SRB,electricity,1,2021-12-01,60,388.19243952780323,12.03280658681809
SRB,electricity,2,2022-12-01,72,243.25961268695679,6.473365833335425
SRB,electricity,3,2023-12-01,84,181.48549737036933,5.9426607159008835
SRB,electricity,4,2024-12-01,96,259.8159650517651,8.423195911741466
SVK,electricity,0,2018-12-01,48,204.40615470611465,7.512581633889363
SVK,electricity,1,2019-12-01,60,194.64354585652643,7.219096327350363
SVK,electricity,2,2020-12-01,72,202.97654283577316,5.720170592253818
SVK,electricity,3,2021-12-01,84,266.7499810755137,10.974208408725532
SVK,electricity,4,2022-12-01,96,262.6565354327745,7.923776488261769
SVK,electricity,5,2023-12-01,108,333.38974837341755,10.660925771206237
SVK,electricity,6,2024-12-01,120,231.33364805649987,7.2094843571185425
SVN,electricity,0,2019-12-01,48,194.29758747814816,11.845625317609787
SVN,electricity,1,2020-12-01,60,179.64749041707776,12.1967463275907
SVN,electricity,2,2021-12-01,72,309.6023168353056,31.02798101452981
SVN,electricity,3,2022-12-01,84,160.61289427143865,11.856365208989502
SVN,electricity,4,2023-12-01,96,183.58385173525022,11.99814364187664
SVN,electricity,5,2024-12-01,108,184.59958488104027,13.536559630256487
SWE,electricity,0,2018-12-01,48,1072.1500207724673,6.776265848863751
SWE,electricity,1,2019-12-01,60,728.8607776822419,5.025716551860376
SWE,electricity,2,2020-12-01,72,1192.9373111725872,7.840441508125686
SWE,electricity,3,2021-12-01,84,1354.542398226996,8.665515585424167
SWE,electricity,4,2022-12-01,96,777.8613781138677,5.124478603165308
SWE,electricity,5,2023-12-01,108,790.0436801096984,4.598332036535096
SWE,electricity,6,2024-12-01,120,732.1388423180451,4.977490518157123
TUR,electricity,0,2021-12-01,48,2066.9612326971105,5.690355334299129
TUR,electricity,1,2022-12-01,60,2715.3532731333316,6.866328970243608
TUR,electricity,2,2023-12-01,72,3513.248674777217,8.526951200772707
TUR,electricity,3,2024-12-01,84,3826.3151535403626,8.268024154399324
USA|alabama,electricity,0,2004-12-01,48,1259.8232204782464,9.448870861298193
USA|alabama,electricity,1,2005-12-01,60,1419.7935269260854,8.50733372797191
USA|alabama,electricity,2,2006-12-01,72,1621.6595067964079,9.173142114547774
USA|alabama,electricity,3,2007-12-01,84,1279.9797952328972,7.986387486249523
USA|alabama,electricity,4,2008-12-01,96,1032.7654034966033,6.9767056432777
USA|alabama,electricity,5,2009-12-01,108,1720.7429091040592,11.816735085591484
USA|alabama,electricity,6,2010-12-01,120,2020.4625471342747,11.080731857953559
USA|alabama,electricity,7,2011-12-01,132,1226.5412777425906,8.526528893936035
USA|alabama,electricity,8,2012-12-01,144,1011.2219551287823,6.154360145581026
USA|alabama,electricity,9,2013-12-01,156,793.0247189962578,5.462687428351211
USA|alabama,electricity,10,2014-12-01,168,929.5118917151539,6.427532314619409
USA|alabama,electricity,11,2015-12-01,180,1263.2810718538265,8.981096282293473
USA|alabama,electricity,12,2016-12-01,192,618.3348432957017,3.9712408746798133
USA|alabama,electricity,13,2017-12-01,204,1099.3994948380023,6.651433879990611
USA|alabama,electricity,14,2018-12-01,216,883.2266622675047,5.006856961010186
USA|alabama,electricity,15,2019-12-01,228,1069.0127875159214,7.593056590062444
USA|alabama,electricity,16,2020-12-01,240,1204.8668906683952,9.226900781121456
USA|alabama,electricity,17,2021-12-01,252,843.2963154998721,5.574288483847284
USA|alabama,electricity,18,2022-12-01,264,841.5127854239124,5.339085948452416
USA|alabama,electricity,19,2023-12-01,276,1202.9652919462842,8.459474952156194
USA|alabama,electricity,20,2024-12-01,288,1000.3102724142273,6.8509545425099665
USA|arizona,electricity,0,2004-12-01,48,1291.619958525343,10.355010322795689
USA|arizona,electricity,1,2005-12-01,60,1518.2250234754733,13.340309154280359
USA|arizona,electricity,2,2006-12-01,72,1843.8266074589324,13.140211966641827
USA|arizona,electricity,3,2007-12-01,84,1961.1586222122767,13.418594895040858
USA|arizona,electricity,4,2008-12-01,96,1905.041849359475,20.060737758909045
USA|arizona,electricity,5,2009-12-01,108,312.83376980880007,2.519254332859819
USA|arizona,electricity,6,2010-12-01,120,888.3507210133831,8.859133530795999
USA|arizona,electricity,7,2011-12-01,132,722.6386875592136,6.746955677383106
USA|arizona,electricity,8,2012-12-01,144,703.2547274016302,6.327559376633175
USA|arizona,electricity,9,2013-12-01,156,452.6876648471572,4.010875977251768
USA|arizona,electricity,10,2014-12-01,168,619.4138358809146,5.448341167170015
USA|arizona,electricity,11,2015-12-01,180,668.5557586129014,5.856247242642156
USA|arizona,electricity,12,2016-12-01,192,539.0512116050888,5.3420777134325395
USA|arizona,electricity,13,2017-12-01,204,490.57380325643527,4.514825357423388
USA|arizona,electricity,14,2018-12-01,216,609.6301591096026,5.321515597529885
USA|arizona,electricity,15,2019-12-01,228,632.3355824667119,6.196318326017195
USA|arizona,electricity,16,2020-12-01,240,634.989289781162,6.531353797331607
USA|arizona,electricity,17,2021-12-01,252,497.3344080829583,4.882721632668153
USA|arizona,electricity,18,2022-12-01,264,609.8520735604584,5.384273522477776
USA|arizona,electricity,19,2023-12-01,276,727.435609150613,5.786991917424312
USA|arizona,electricity,20,2024-12-01,288,621.3985435997854,4.730315537490574
USA|arkansas,electricity,0,2004-12-01,48,656.0508313720463,15.140581120397204
USA|arkansas,electricity,1,2005-12-01,60,794.5560152482093,13.968153462581565
USA|arkansas,electricity,2,2006-12-01,72,549.3556598825922,9.282271366372742
USA|arkansas,electricity,3,2007-12-01,84,808.2837575712065,12.27976414428217
USA|arkansas,electricity,4,2008-12-01,96,565.5609965804348,10.371339652712841
USA|arkansas,electricity,5,2009-12-01,108,713.9044732916527,10.497609263958179
USA|arkansas,electricity,6,2010-12-01,120,1007.5247013936014,14.648722528980024
USA|arkansas,electricity,7,2011-12-01,132,584.4610362578317,7.251917109985008
USA|arkansas,electricity,8,2012-12-01,144,1094.2492080312288,19.718025051490564
USA|arkansas,electricity,9,2013-12-01,156,331.5261864006747,4.893960734201643
USA|arkansas,electricity,10,2014-12-01,168,957.9326981654388,19.662132662018177
USA|arkansas,electricity,11,2015-12-01,180,781.2580577153474,12.514272462126977
USA|arkansas,electricity,12,2016-12-01,192,638.5496017152506,11.192194600670717
USA|arkansas,electricity,13,2017-12-01,204,799.9742706866032,11.345160657024762
USA|arkansas,electricity,14,2018-12-01,216,642.6614933949938,10.914279102491927
USA|arkansas,electricity,15,2019-12-01,228,876.7073620321838,18.741405335211383
USA|arkansas,electricity,16,2020-12-01,240,583.7290818494889,8.108525673797807
USA|arkansas,electricity,17,2021-12-01,252,630.4883668475297,8.408947593061557
USA|arkansas,electricity,18,2022-12-01,264,505.2416573996077,8.961526065579152
USA|arkansas,electricity,19,2023-12-01,276,449.23982918370757,8.093893087084739
USA|arkansas,electricity,20,2024-12-01,288,628.6345238265769,9.594320888465834
USA|california,electricity,0,2004-12-01,48,2614.0566264991357,10.746223760580742
USA|california,electricity,1,2005-12-01,60,2255.2477967103678,10.247890347399673
USA|california,electricity,2,2006-12-01,72,965.9576612915811,4.487582516344438
USA|california,electricity,3,2007-12-01,84,1633.8222922525852,7.021620823081911
USA|california,electricity,4,2008-12-01,96,1132.2681907644946,4.912731988765718
USA|california,electricity,5,2009-12-01,108,1039.978520976375,4.997541255460635
USA|california,electricity,6,2010-12-01,120,768.1002311861175,3.791050407552369
USA|california,electricity,7,2011-12-01,132,1007.6827478221932,4.946501776444015
USA|california,electricity,8,2012-12-01,144,1076.7963767004399,5.256969075809897
USA|california,electricity,9,2013-12-01,156,908.22149565901,4.396765566103413
USA|california,electricity,10,2014-12-01,168,1163.0177425603742,5.396422735599535
USA|california,electricity,11,2015-12-01,180,961.2495304603653,4.256232322593734
USA|california,electricity,12,2016-12-01,192,1428.1136522401864,6.273681909341805
USA|california,electricity,13,2017-12-01,204,1018.2522397180632,4.605215516063854
USA|california,electricity,14,2018-12-01,216,1229.7482428109972,4.905470789183805
USA|california,electricity,15,2019-12-01,228,711.5945724234148,3.507807429780869
USA|california,electricity,16,2020-12-01,240,1537.4671557891368,6.145621070323463
USA|california,electricity,17,2021-12-01,252,1261.237598248597,5.605750375841425
USA|california,electricity,18,2022-12-01,264,2623.6975585573705,10.719449329246181
USA|california,electricity,19,2023-12-01,276,1586.1255855900242,6.550047972302185
USA|california,electricity,20,2024-12-01,288,968.9199735138346,4.039137063361956
USA|colorado,electricity,0,2004-12-01,48,397.2933003048962,7.050891784627604
USA|colorado,electricity,1,2005-12-01,60,426.4709052776353,7.937950327564813
USA|colorado,electricity,2,2006-12-01,72,322.38744965918875,6.049067427849873
USA|colorado,electricity,3,2007-12-01,84,388.083694361359,7.944874951152209
USA|colorado,electricity,4,2008-12-01,96,459.77317740714784,9.875297282734696
USA|colorado,electricity,5,2009-12-01,108,286.14340392269185,5.6074728589609375
USA|colorado,electricity,6,2010-12-01,120,267.1426938244201,5.510519610811093
USA|colorado,electricity,7,2011-12-01,132,242.42369317054442,3.9480032068827344
USA|colorado,electricity,8,2012-12-01,144,244.8104471828826,4.94253423086822
USA|colorado,electricity,9,2013-12-01,156,222.83963220788084,4.257270107863059
USA|colorado,electricity,10,2014-12-01,168,243.73502741689586,4.633828901990687
USA|colorado,electricity,11,2015-12-01,180,239.12283236100362,3.682220617056553
USA|colorado,electricity,12,2016-12-01,192,168.35145973174576,3.010834077364852
USA|colorado,electricity,13,2017-12-01,204,229.56887269127077,3.977129397930526
USA|colorado,electricity,14,2018-12-01,216,310.64158373371276,5.331197480474937
USA|colorado,electricity,15,2019-12-01,228,180.95675633225343,3.1471927883145665
USA|colorado,electricity,16,2020-12-01,240,327.726787575292,4.617200803967215
USA|colorado,electricity,17,2021-12-01,252,319.6667701107045,4.6519387644855215
USA|colorado,electricity,18,2022-12-01,264,320.5579743881575,4.9306513312675735
USA|colorado,electricity,19,2023-12-01,276,351.45455721235436,5.178140697862202
USA|colorado,electricity,20,2024-12-01,288,246.66018384631352,4.595394258366314
USA|connecticut,electricity,0,2004-12-01,48,442.28044422569513,12.2583154080888
USA|connecticut,electricity,1,2005-12-01,60,386.22179765135235,10.370189644235518
USA|connecticut,electricity,2,2006-12-01,72,310.5613997582961,9.334175813659211
USA|connecticut,electricity,3,2007-12-01,84,381.0278356219498,12.891995292910396
USA|connecticut,electricity,4,2008-12-01,96,256.9467567147321,8.378511389875598
USA|connecticut,electricity,5,2009-12-01,108,466.87674169899736,15.313259209457778
USA|connecticut,electricity,6,2010-12-01,120,396.77926337074774,11.749152804083685
USA|connecticut,electricity,7,2011-12-01,132,394.818468642654,9.833271485541893
USA|connecticut,electricity,8,2012-12-01,144,271.42140541382264,7.0521214564130394
USA|connecticut,electricity,9,2013-12-01,156,377.8987004803116,11.996445393246018
USA|connecticut,electricity,10,2014-12-01,168,408.82390394143613,10.880365122824577
USA|connecticut,electricity,11,2015-12-01,180,225.56330322258148,5.855678128586468
USA|connecticut,electricity,12,2016-12-01,192,343.77591495094316,10.758457896347478
USA|connecticut,electricity,13,2017-12-01,204,489.894570098805,11.854505029483375
USA|connecticut,electricity,14,2018-12-01,216,398.9867600966956,9.161174639034025
USA|connecticut,electricity,15,2019-12-01,228,485.1063005214002,12.240572645453303
USA|connecticut,electricity,16,2020-12-01,240,258.1091098684639,5.253784331530506
USA|connecticut,electricity,17,2021-12-01,252,601.9369074306485,14.468499201071122
USA|connecticut,electricity,18,2022-12-01,264,559.5249514310426,13.771357159993943
USA|connecticut,electricity,19,2023-12-01,276,500.08500028231987,10.695438910831262
USA|connecticut,electricity,20,2024-12-01,288,508.4395744690373,11.4344117137825
USA|delaware,electricity,0,2004-12-01,48,260.5082582812902,35.88824987489866
USA|delaware,electricity,1,2005-12-01,60,146.929922189748,19.782998392523822
USA|delaware,electricity,2,2006-12-01,72,196.03038373566096,20.56662724222088
USA|delaware,electricity,3,2007-12-01,84,162.55135434471578,23.008474558523588
USA|delaware,electricity,4,2008-12-01,96,277.83946781087684,97.8765100706913
USA|delaware,electricity,5,2009-12-01,108,244.01714148792897,67.28434594216537
USA|delaware,electricity,6,2010-12-01,120,152.82825949049771,25.846412600819924
USA|delaware,electricity,7,2011-12-01,132,183.48584666543942,17.34191096915779
USA|delaware,electricity,8,2012-12-01,144,162.0881210539467,21.173289294832482
USA|delaware,electricity,9,2013-12-01,156,109.14304771293827,13.009291879123833
USA|delaware,electricity,10,2014-12-01,168,159.98912802891928,24.89959360551193
USA|delaware,electricity,11,2015-12-01,180,244.843897096974,24.22847623412985
USA|delaware,electricity,12,2016-12-01,192,181.12681459568626,28.799222317368294
USA|delaware,electricity,13,2017-12-01,204,177.93353804270723,36.11261028453435
USA|delaware,electricity,14,2018-12-01,216,178.96928677391116,44.46705092327735
USA|delaware,electricity,15,2019-12-01,228,122.71133975311787,29.790955118691574
USA|delaware,electricity,16,2020-12-01,240,182.19824927662177,64.68063676080097
USA|delaware,electricity,17,2021-12-01,252,155.11145724090252,32.079190338312365
USA|delaware,electricity,18,2022-12-01,264,116.17596992904532,32.84633220981161
USA|delaware,electricity,19,2023-12-01,276,82.68793602113027,20.855096254520063
USA|delaware,electricity,20,2024-12-01,288,144.17018104487818,29.263653870910268
USA|florida,electricity,0,2004-12-01,48,2977.2931992785566,13.117203048413892
