resource,region,model,RMSE
carbon,USA|delaware,SARIMA,36.98518194242193
carbon,USA|delaware,TimesFM,41.590672886018815
carbon,USA|delaware,xLSTM,49.3044780137633
carbon,USA|florida,Nexus,9.977709105060354
carbon,USA|florida,SARIMA,8.733974504446074
carbon,USA|florida,TimesFM,10.843494656899866
carbon,USA|florida,xLSTM,20.108941487844852
carbon,USA|georgia,Nexus,23.99174779890746
carbon,USA|georgia,SARIMA,17.40675038018259
carbon,USA|georgia,TimesFM,18.27463467882288
carbon,USA|georgia,xLSTM,19.527124211113602
carbon,USA|idaho,Nexus,28.451019366966623
carbon,USA|idaho,SARIMA,35.17109852431557
carbon,USA|idaho,TimesFM,26.848248384228167
carbon,USA|idaho,xLSTM,21.832107441113138
carbon,USA|illinois,Nexus,24.013969762734988
carbon,USA|illinois,SARIMA,33.743190411196785
carbon,USA|illinois,TimesFM,16.073320807885725
carbon,USA|illinois,xLSTM,30.761793360939606
carbon,USA|indiana,Nexus,26.881115266577222
carbon,USA|indiana,SARIMA,27.20990334255637
carbon,USA|indiana,TimesFM,21.320742978684642
carbon,USA|indiana,xLSTM,28.367843439924005
carbon,USA|iowa,Nexus,48.194148485984066
carbon,USA|iowa,SARIMA,46.454954640108596
carbon,USA|iowa,TimesFM,46.926844102694346
carbon,USA|iowa,xLSTM,72.31291855027962
carbon,USA|kansas,Nexus,51.743460656548855
carbon,USA|kansas,SARIMA,72.20179428566519
carbon,USA|kansas,TimesFM,48.69953374129178
carbon,USA|kansas,xLSTM,68.13058313994382
carbon,USA|kentucky,Nexus,18.41310316624968
carbon,USA|kentucky,SARIMA,11.445693852854466
carbon,USA|kentucky,TimesFM,16.60782500191624
carbon,USA|kentucky,xLSTM,16.77461772915434
carbon,USA|louisiana,Nexus,19.14680316680758
carbon,USA|louisiana,SARIMA,19.02940086046279
carbon,USA|louisiana,TimesFM,22.678540027070014
carbon,USA|louisiana,xLSTM,16.84693970217413
carbon,USA|maine,Nexus,42.261072212965765
carbon,USA|maine,SARIMA,38.46510938645196
carbon,USA|maine,TimesFM,30.022803698333124
carbon,USA|maine,xLSTM,38.43521394903061
carbon,USA|maryland,Nexus,26.636429452800257
carbon,USA|maryland,SARIMA,40.79027098566133
carbon,USA|maryland,TimesFM,33.131291852790966
carbon,USA|maryland,xLSTM,35.25839682808763
carbon,USA|massachusetts,Nexus,27.432927731197772
carbon,USA|massachusetts,SARIMA,22.50027482667996
carbon,USA|massachusetts,TimesFM,24.66394236315339
carbon,USA|massachusetts,xLSTM,31.29345860025198
carbon,USA|michigan,Nexus,21.762596639632932
carbon,USA|michigan,SARIMA,22.575814197081318
carbon,USA|michigan,TimesFM,24.208851333979496
carbon,USA|michigan,xLSTM,24.058126718122583
carbon,USA|minnesota,Nexus,19.108814802937296
carbon,USA|minnesota,SARIMA,36.04994000324607
carbon,USA|minnesota,TimesFM,23.286306399379875
carbon,USA|minnesota,xLSTM,43.89225663689725
carbon,USA|mississippi,Nexus,9.801733926898322
carbon,USA|mississippi,SARIMA,18.454668710930527
carbon,USA|mississippi,TimesFM,20.526697249632385
carbon,USA|mississippi,xLSTM,30.857175208994395
carbon,USA|missouri,Nexus,40.570824209989176
carbon,USA|missouri,SARIMA,82.06862059898737
carbon,USA|missouri,TimesFM,35.47506114545465
carbon,USA|missouri,xLSTM,61.55017121256883
carbon,USA|montana,Nexus,56.579811478908034
carbon,USA|montana,SARIMA,58.187121692309425
carbon,USA|montana,TimesFM,61.72713995675167
carbon,USA|montana,xLSTM,80.07164132598022
carbon,USA|nebraska,Nexus,30.39639728483543
carbon,USA|nebraska,SARIMA,38.64182395251962
carbon,USA|nebraska,TimesFM,46.74134238234558
carbon,USA|nebraska,xLSTM,50.68852259864968
carbon,USA|nevada,Nexus,13.887054401336801
carbon,USA|nevada,SARIMA,19.701078618729806
carbon,USA|nevada,TimesFM,14.062101768359124
carbon,USA|nevada,xLSTM,24.353822335813273
carbon,USA|new hampshire,Nexus,22.513127498817312
carbon,USA|new hampshire,SARIMA,51.780774517524975
carbon,USA|new hampshire,TimesFM,28.537866874861635
carbon,USA|new hampshire,xLSTM,34.63120961254861
carbon,USA|new jersey,Nexus,19.809821016898493
carbon,USA|new jersey,SARIMA,15.147698845542086
carbon,USA|new jersey,TimesFM,21.39688075507565
carbon,USA|new jersey,xLSTM,27.59125439015639
carbon,USA|new mexico,Nexus,67.11385044401285
carbon,USA|new mexico,SARIMA,85.07175246416087
carbon,USA|new mexico,TimesFM,53.51156263398416
carbon,USA|new mexico,xLSTM,48.390718290445754
carbon,USA|new york,Nexus,16.079267255665126
carbon,USA|new york,SARIMA,16.01315997045753
carbon,USA|new york,TimesFM,19.285940172400554
carbon,USA|new york,xLSTM,24.126731361295505
carbon,USA|north carolina,Nexus,35.463074693483804
carbon,USA|north carolina,SARIMA,30.303284377841255
carbon,USA|north carolina,TimesFM,30.60662585604335
carbon,USA|north carolina,xLSTM,40.093404237776504
carbon,USA|north dakota,Nexus,27.536049434261024
carbon,USA|north dakota,SARIMA,28.95916722255281
carbon,USA|north dakota,TimesFM,33.46663735866734
carbon,USA|north dakota,xLSTM,53.517467152845256
carbon,USA|ohio,Nexus,16.21304911446911
carbon,USA|ohio,SARIMA,23.058311633423546
carbon,USA|ohio,TimesFM,17.189043607964496
carbon,USA|ohio,xLSTM,21.047814320608364
carbon,USA|oklahoma,Nexus,28.11885884040595
carbon,USA|oklahoma,SARIMA,25.361159589643368
carbon,USA|oklahoma,TimesFM,26.3300264159597
carbon,USA|oklahoma,xLSTM,42.410918953566764
carbon,USA|oregon,Nexus,29.983732757614888
carbon,USA|oregon,SARIMA,34.83447530828002
carbon,USA|oregon,TimesFM,30.141289977405467
carbon,USA|oregon,xLSTM,19.05332963361707
carbon,USA|pennsylvania,Nexus,12.78682419673502
carbon,USA|pennsylvania,SARIMA,17.76811371953757
carbon,USA|pennsylvania,TimesFM,13.418188358355309
carbon,USA|pennsylvania,xLSTM,21.40425993443598
carbon,USA|rhode island,Nexus,9.456691789118018
carbon,USA|rhode island,SARIMA,23.076025497830607
carbon,USA|rhode island,TimesFM,6.5837250167851575
carbon,USA|rhode island,xLSTM,16.72697826879687
carbon,USA|south carolina,Nexus,22.63839130115668
carbon,USA|south carolina,SARIMA,23.647693568843266
carbon,USA|south carolina,TimesFM,24.572439734895816
carbon,USA|south carolina,xLSTM,25.819032677804426
carbon,USA|south dakota,Nexus,32.09699133140497
carbon,USA|south dakota,SARIMA,23.894268794060874
carbon,USA|south dakota,TimesFM,48.84368351316037
carbon,USA|south dakota,xLSTM,49.31346262848961
carbon,USA|tennessee,Nexus,43.54910944271035
carbon,USA|tennessee,SARIMA,66.08977042831275
carbon,USA|tennessee,TimesFM,51.95852516569668
carbon,USA|tennessee,xLSTM,59.08196379118636
carbon,USA|texas,Nexus,16.657049689768343
carbon,USA|texas,SARIMA,17.960007771326694
carbon,USA|texas,TimesFM,16.423737547445963
carbon,USA|texas,xLSTM,27.014293674717102
carbon,USA|utah,Nexus,37.152987013145975
carbon,USA|utah,SARIMA,39.80031662612519
carbon,USA|utah,TimesFM,41.54477951476178
carbon,USA|utah,xLSTM,47.19112012333579
carbon,USA|vermont,Nexus,8.247540389285339
carbon,USA|vermont,SARIMA,11.909346516736182
carbon,USA|vermont,TimesFM,11.215970333931526
carbon,USA|vermont,xLSTM,13.651596756269992
carbon,USA|virginia,Nexus,32.34868309767683
carbon,USA|virginia,SARIMA,33.4573604782327
carbon,USA|virginia,TimesFM,31.169625345906596
carbon,USA|virginia,xLSTM,33.552958970741706
carbon,USA|washington,Nexus,27.066495333673274
carbon,USA|washington,SARIMA,27.994670765939887
carbon,USA|washington,TimesFM,28.510292430736456
carbon,USA|washington,xLSTM,26.626371202053704
carbon,USA|washington dc,Nexus,64.45692914125738
carbon,USA|washington dc,SARIMA,45.2320960009473
carbon,USA|washington dc,TimesFM,88.22236000201876
carbon,USA|washington dc,xLSTM,60.88730794941572
carbon,USA|west virginia,Nexus,17.380936616332463
carbon,USA|west virginia,SARIMA,23.29070161790263
carbon,USA|west virginia,TimesFM,13.570119637265242
carbon,USA|west virginia,xLSTM,25.65275401250291
carbon,USA|wisconsin,Nexus,27.73776795469446
carbon,USA|wisconsin,SARIMA,23.64666258281573
carbon,USA|wisconsin,TimesFM,28.680175257343983
carbon,USA|wisconsin,xLSTM,33.23306494170794
carbon,USA|wyoming,Nexus,22.888838347679616
carbon,USA|wyoming,SARIMA,24.541685451125836
carbon,USA|wyoming,TimesFM,55.9779065656194
carbon,USA|wyoming,xLSTM,57.9747986145392
water,Albany River,Nexus,54.15347797810955
water,Albany River,SARIMA,60.984895459653806
water,Albany River,TimesFM,59.99299493064003
water,Albany River,xLSTM,50.32114286516494
water,Bravo,Nexus,28.088445445739932
water,Bravo,SARIMA,34.100957349649
water,Bravo,TimesFM,32.86416726015048
water,Bravo,xLSTM,29.40418478366426
water,Brazos River,Nexus,51.233906415611095
water,Brazos River,SARIMA,46.391777325513345
water,Brazos River,TimesFM,60.325234214463094
water,Brazos River,xLSTM,49.26410168126457
water,Colorado River (Pacific Ocean),Nexus,58.99414395313075
water,Colorado River (Pacific Ocean),SARIMA,69.04030865718099
water,Colorado River (Pacific Ocean),TimesFM,51.2000463690852
water,Colorado River (Pacific Ocean),xLSTM,67.84889351935337
water,Columbia River,Nexus,50.69430366557713
water,Columbia River,SARIMA,22.120231807187803
water,Columbia River,TimesFM,48.46609200196432
water,Columbia River,xLSTM,62.01509274992375
water,Danube,Nexus,51.294956259806106
water,Danube,SARIMA,20.14619178060456
water,Danube,TimesFM,36.649802650658884
water,Danube,xLSTM,73.98321239558669
water,Dniepr,Nexus,78.6560138196798
water,Dniepr,SARIMA,51.07290282747029
water,Dniepr,TimesFM,67.9742676000576
water,Dniepr,xLSTM,69.26743970951296
water,Elbe River,Nexus,31.648730528402098
water,Elbe River,SARIMA,23.574624070164344
water,Elbe River,TimesFM,35.806316112795606
water,Elbe River,xLSTM,45.2567571215905
water,Ganges,Nexus,26.238840347433054
water,Ganges,SARIMA,58.26161425621159
water,Ganges,TimesFM,70.52006639662329
water,Ganges,xLSTM,64.67881120552389
water,Godavari,Nexus,44.95871223418521
water,Godavari,SARIMA,24.16185694347697
water,Godavari,TimesFM,66.36968830982514
water,Godavari,xLSTM,63.76794009119986
water,Grisalva,Nexus,105.12962188580815
water,Grisalva,SARIMA,66.93414573818774
water,Grisalva,TimesFM,88.57108046607188
water,Grisalva,xLSTM,83.6030457873242
water,Indus,Nexus,25.483127454564308
water,Indus,SARIMA,38.40948285594713
water,Indus,TimesFM,28.388031589563127
water,Indus,xLSTM,21.147944636420032
water,Krishna,Nexus,59.2882768381089
water,Krishna,SARIMA,57.18536537221344
water,Krishna,TimesFM,68.05611400665562
water,Krishna,xLSTM,63.43765404475745
water,Loire,Nexus,20.19994992359888
water,Loire,SARIMA,32.83307216582999
water,Loire,TimesFM,28.335654406679556
water,Loire,xLSTM,48.93161046903591
water,Mahanadi River (Mahahadi),Nexus,38.437548739158885
water,Mahanadi River (Mahahadi),SARIMA,27.45688862551473
water,Mahanadi River (Mahahadi),TimesFM,75.96384915643084
water,Mahanadi River (Mahahadi),xLSTM,70.93952085075084
water,Mississippi River,Nexus,12.875174234529931
water,Mississippi River,SARIMA,30.568554132759186
water,Mississippi River,TimesFM,23.71168971730994
water,Mississippi River,xLSTM,33.55145274461155
water,Nelson River,Nexus,29.186836264124782
water,Nelson River,SARIMA,36.00796227836553
water,Nelson River,TimesFM,45.62034131168899
water,Nelson River,xLSTM,54.86845613904363
water,Neva,Nexus,21.26598783040017
water,Neva,SARIMA,23.566412400747648
water,Neva,TimesFM,26.579236149331127
water,Neva,xLSTM,26.694174414858946
water,Oder River,Nexus,41.455323363706896
water,Oder River,SARIMA,21.112051477355873
water,Oder River,TimesFM,39.55095382945066
water,Oder River,xLSTM,49.8836012578925
water,Rhine,Nexus,24.814712504681232
water,Rhine,SARIMA,26.043519049527323
water,Rhine,TimesFM,33.78812343390392
water,Rhine,xLSTM,35.205189905513876
water,Senegal,Nexus,28.407659726125125
water,Senegal,SARIMA,17.733441715844794
water,Senegal,TimesFM,41.34897095014168
water,Senegal,xLSTM,67.51593349621129
water,St.Lawrence,Nexus,24.868581433521452
water,St.Lawrence,SARIMA,44.843980418742575
water,St.Lawrence,TimesFM,29.468790538083155
water,St.Lawrence,xLSTM,66.93989291277512
water,Tigris & Euphrates,Nexus,34.84976335638135
water,Tigris & Euphrates,SARIMA,48.825878308916536
water,Tigris & Euphrates,TimesFM,37.078267174621956
water,Tigris & Euphrates,xLSTM,84.61638876249974
water,Wisla,Nexus,27.85454334775771
water,Wisla,SARIMA,18.358352518359666
water,Wisla,TimesFM,31.47665445665877
water,Wisla,xLSTM,40.87259287849797
